Record Length,2500,Points,0.0,19.9999996E-3,
Sample Interval,2.0000001E-3,s,2.0000001E-3,19.9999996E-3,
Trigger Point,0.0,Samples,4.00000019E-3,0.0,
,,,6.00000005E-3,0.0,
,,,8.000000380E-3,19.9999996E-3,
,,,10.0000007E-3,19.9999996E-3,
Source,CH1,,12.0000001E-3,0.0,
Vertical Units,Volts,,14.0000004E-3,19.9999996E-3,
Vertical Scale,499.999988824E-3,,16.0000008E-3,19.9999996E-3,
Vertical Offset,0,,18.0000011E-3,0.0,
Horizontal Units,s,,20.0000014E-3,19.9999996E-3,
Horizontal Scale,500.000023749E-3,,22.00000174E-3,19.9999996E-3,
Pt Fmt,Y,,24.00000021E-3,0.0,
Yzero,-3.00000000,,26.00000054E-3,19.9999996E-3,
Probe Atten,1.000000,,28.00000086E-3,19.9999996E-3,
,,,30.00000119E-3,19.9999996E-3,
Note,TDS 1002B - 14:53:22   15/09/2023,,32.00000152E-3,19.9999996E-3,
,,,34.00000185E-3,0.0,
,,,36.00000218E-3,19.9999996E-3,
,,,38.00000250E-3,19.9999996E-3,
,,,40.00000283E-3,0.0,
,,,42.00000316E-3,19.9999996E-3,
,,,44.00000349E-3,0.0,
,,,46.00000381E-3,19.9999996E-3,
,,,48.00000042E-3,0.0,
,,,50.00000075E-3,19.9999996E-3,
,,,52.00000107E-3,19.9999996E-3,
,,,54.00000140E-3,0.0,
,,,56.000001729E-3,19.9999996E-3,
,,,58.000002056E-3,19.9999996E-3,
,,,60.000002384E-3,19.9999996E-3,
,,,62.000002712E-3,0.0,
,,,64.000003040E-3,0.0,
,,,65.999999642E-3,19.9999996E-3,
,,,68.000003695E-3,19.9999996E-3,
,,,70.000000298E-3,0.0,
,,,72.000004351E-3,19.9999996E-3,
,,,74.000000954E-3,0.0,
,,,76.000005007E-3,0.0,
,,,78.000001609E-3,19.9999996E-3,
,,,80.000005662E-3,19.9999996E-3,
,,,82.000002265E-3,19.9999996E-3,
,,,84.000006318E-3,19.9999996E-3,
,,,86.000002921E-3,19.9999996E-3,
,,,88.000006974E-3,19.9999996E-3,
,,,90.000003576E-3,19.9999996E-3,
,,,92.000007629E-3,19.9999996E-3,
,,,94.000004232E-3,19.9999996E-3,
,,,96.000000834E-3,19.9999996E-3,
,,,98.000004888E-3,19.9999996E-3,
,,,100.0000015E-3,0.0,
,,,102.0000055E-3,19.9999996E-3,
,,,104.0000021E-3,0.0,
,,,106.0000062E-3,19.9999996E-3,
,,,108.0000028E-3,19.9999996E-3,
,,,110.0000069E-3,19.9999996E-3,
,,,112.0000035E-3,0.0,
,,,114.0000075E-3,0.0,
,,,116.0000041E-3,19.9999996E-3,
,,,118.0000082E-3,19.9999996E-3,
,,,120.0000048E-3,19.9999996E-3,
,,,122.0000088E-3,19.9999996E-3,
,,,124.0000054E-3,0.0,
,,,126.0000020E-3,0.0,
,,,128.0000061E-3,19.9999996E-3,
,,,130.0000101E-3,19.9999996E-3,
,,,131.9999993E-3,0.0,
,,,134.0000033E-3,19.9999996E-3,
,,,136.0000074E-3,0.0,
,,,138.0000114E-3,0.0,
,,,140.0000006E-3,0.0,
,,,142.0000046E-3,19.9999996E-3,
,,,144.0000087E-3,19.9999996E-3,
,,,146.0000128E-3,19.9999996E-3,
,,,148.0000019E-3,0.0,
,,,150.00000596E-3,0.0,
,,,152.00001001E-3,0.0,
,,,154.00001407E-3,19.9999996E-3,
,,,156.00000322E-3,0.0,
,,,158.00000727E-3,19.9999996E-3,
,,,160.00001132E-3,19.9999996E-3,
,,,162.00000048E-3,19.9999996E-3,
,,,164.00000453E-3,19.9999996E-3,
,,,166.00000858E-3,19.9999996E-3,
,,,168.00001264E-3,19.9999996E-3,
,,,170.00000179E-3,19.9999996E-3,
,,,172.00000584E-3,19.9999996E-3,
,,,174.00000989E-3,0.0,
,,,176.00001395E-3,0.0,
,,,178.00000310E-3,19.9999996E-3,
,,,180.00000715E-3,19.9999996E-3,
,,,182.00001121E-3,19.9999996E-3,
,,,184.00001526E-3,19.9999996E-3,
,,,186.00000441E-3,19.9999996E-3,
,,,188.00000846E-3,0.0,
,,,190.00001252E-3,19.9999996E-3,
,,,192.00000167E-3,39.99999911E-3,
,,,194.00000572E-3,19.9999996E-3,
,,,196.00000978E-3,19.9999996E-3,
,,,198.00001383E-3,0.0,
,,,200.00000298E-3,19.9999996E-3,
,,,202.00000703E-3,19.9999996E-3,
,,,204.00001109E-3,0.0,
,,,206.00001514E-3,19.9999996E-3,
,,,208.00000429E-3,19.9999996E-3,
,,,210.00000834E-3,19.9999996E-3,
,,,212.00001240E-3,19.9999996E-3,
,,,214.00001645E-3,19.9999996E-3,
,,,216.00000560E-3,0.0,
,,,218.00000966E-3,19.9999996E-3,
,,,220.00001371E-3,19.9999996E-3,
,,,222.00001776E-3,19.9999996E-3,
,,,224.00000691E-3,19.9999996E-3,
,,,226.00001097E-3,19.9999996E-3,
,,,228.00001502E-3,19.9999996E-3,
,,,230.00000417E-3,19.9999996E-3,
,,,232.00000823E-3,0.0,
,,,234.00001228E-3,19.9999996E-3,
,,,236.00001633E-3,19.9999996E-3,
,,,238.00000548E-3,19.9999996E-3,
,,,240.00000954E-3,19.9999996E-3,
,,,242.00001359E-3,19.9999996E-3,
,,,244.00001764E-3,19.9999996E-3,
,,,246.00000679E-3,19.9999996E-3,
,,,248.00001085E-3,19.9999996E-3,
,,,250.00000000E-3,0.0,
,,,252.00000405E-3,0.0,
,,,254.00000811E-3,19.9999996E-3,
,,,256.00001216E-3,19.9999996E-3,
,,,258.00001621E-3,19.9999996E-3,
,,,260.00002027E-3,19.9999996E-3,
,,,262.00002432E-3,19.9999996E-3,
,,,263.99999857E-3,19.9999996E-3,
,,,266.00000262E-3,19.9999996E-3,
,,,268.00000668E-3,19.9999996E-3,
,,,270.00001073E-3,0.0,
,,,272.00001478E-3,19.9999996E-3,
,,,274.00001884E-3,19.9999996E-3,
,,,276.00002289E-3,0.0,
,,,278.00002694E-3,19.9999996E-3,
,,,280.00000119E-3,39.99999911E-3,
,,,282.00000525E-3,19.9999996E-3,
,,,284.00000930E-3,19.9999996E-3,
,,,286.00001335E-3,19.9999996E-3,
,,,288.00001740E-3,0.0,
,,,290.00002146E-3,19.9999996E-3,
,,,292.00002551E-3,39.99999911E-3,
,,,293.99999976E-3,19.9999996E-3,
,,,296.00000381E-3,19.9999996E-3,
,,,298.00000787E-3,19.9999996E-3,
,,,300.00001192E-3,19.9999996E-3,
,,,302.00001597E-3,19.9999996E-3,
,,,304.00002003E-3,19.9999996E-3,
,,,306.00002408E-3,19.9999996E-3,
,,,308.00002813E-3,19.9999996E-3,
,,,310.00000238E-3,19.9999996E-3,
,,,312.00000644E-3,19.9999996E-3,
